Código;Descrição Resumida
100005366;ESTABILIZADOR 600VA
100005357;REPETIDOR SINAL WIFI
100005354;ESTABILIZADOR 2.0 KVA MONOVOLT
100005353;ESTABILIZADOR 1.0 KVA MONOVOLT
100005352;ESTAÇAO MAC - GRAFICO
100005351;ESTAÇAO MAC - APLICAÇAO
100005343;SOLUÇAO GATEWAY SEGURANÇA E-MAIL
100005342;SOLUÇAO FIREWALL APLICAÇAO WEB (WAF)
100005323;SERVIDOR P/ IMPRESSAO
100005311;TECLADO P/ MICROCOMPUTADOR
100005271;MONITOR ALL IN ONE
100005171;SWITCH ACESSO 24 PORTAS BASE-T POE
100005170;SWITCH ACESSO 24 PORTAS BASE-T
100005169;SWITCH INDUSTRIAL 6 PORTAS
100005157;IMPRESSORA LASER MONOCROMATICO - USO SMS
100005146;PLACA VIDEO EXTERNA
100005127;MESA DIGITALIZADORA S/ FIO
100005083;COMPUTADOR DESKTOP BASICO WINDOWS 7 PRO
100005082;NOBREAK P/ COMPUTADOR - USO DIRETORIA ATENÇAO SAUDE
100005081;IMPRESSORA LASER MULTIFUNCIONAL - USO DIRETORIA ATENÇAO SAUDE
100005080;COMPUTADOR PORTATIL NOTEBOOK - USO DIRETORIA ATENÇAO SAUDE
100005069;SERVIDOR BLADE
100005068;RACK P/ SISTEMA ARMAZENAMENTO
100005067;NOBREAK ON-LINE DUPLA CONVERSAO 2KVA
100005027;IMPRESSORA LASER PADRÃO A4 MONOCROMÁTICA - USO DA SEMUR
100005025;PLACA VIDEO 1GB DDR2
100005021;MICROCOMPUTADOR BASICO C/ SISTEMA OPERACIONAL LINUX
100005011;SWITCH BORDA 48PORTAS BASE-T EMPILHAVEL
100005010;SWITCH BORDA 24 PORTAS BASE-T EMPILHAVEL
100005009;MODULO MINI-GBIC SFP GIGABIT ETHERNET BASE-ZX
100004902;"UNIDADE ARMAZENAMENTO DISCO RIGIDO (HD) 2,5"" SAS 1.2TB 10K RPM P/ SERVIDOR DELL POWEREDGE R630"
100004740;"TABLET ANDROID 9"" 8GB USO SMED"
100004739;"MODULO RACKS CONFINADOS 19"" ACESSORIOS"
100004738;CONJUNTO UPS MONOFASICO DUAL C/ DOIS COMPONENTES NO-BREAK
100004737;CONJUNTO DISPOSITIVOS GERENCIADOR E MONITORAMENTO AMBIENTAL TI
100004736;ROTEADOR WIRELESS DUPLA FREQUENCIA
100004689;DRONE P/ MONITORAMENTO
100004616;DIGITALIZADOR E LEITOR AUTOMATICO - SARA
100004615;LINHA BRAILLE
100004614;MAQUINA FUSORA P/ IMPRESSAO TATIL
100004613;IMPRESSORA P/ BRAILLE
100004577;ADAPTADOR WIRELESS
100004561;IMPRESSORA MULTIFUNCIONAL C/ TANQUE DE TINTA WIFI ETHERNET
100004560;IMPRESSORA MULTIFUNCIONAL C/ TANQUE TINTA WIFI
100004558;UNIDADE ARMAZENAMENTO CONTROLADORES
100004557;SERVIDOR REDE
100004556;SWITCH SAN ETHERNET
100004555;UNIDADE ARMAZENAMENTO BACKUP DISCO
100004544;"SERVIDOR APLICAÇAO RACK BANDEJA 19"""
100004543;"SERVIDOR ARQUIVO RACK BANDEJA 19"""
100004542;NOBREAK 10 KVA PADRAO TORRE
100004537;RACK OUTDOOR P/ POSTE C/ ACESSORIOS
100004536;EQUIPAMENTO P/ MONITORAMENTO REDE
100004533;MODULO SLOT C/ 2 PORTAS 10 GB BASE-X
100004532;MODULO SFP + 10 GIGABIT ETHERNET BASE - LR
100004530;SWITCH INDUSTRIAL 4 PORTAS 10/100/1000 BASE -TX
100004529;SWITCH BORDA 48 PORTAS BASE-T
100004528;SWITCH BORDA 44 PORTAS BASE-T EMPILHAVEL
100004527;SWITCH BORDA 20 PORTAS BASE-T EMPILHAVEL POE
100004526;SWITCH BORDA 20 PORTAS BASE-T EMPILHAVEL
100004525;SWITCH AGREGAÇAO 24 PORTAS BASE T
100004519;SOLUÇAO GERENCIA INTEGRADA
100004518;SOLUÇAO DESCOBERTA ATIVOS REDE
100004517;SOLUÇAO RELATORIOS TIPO 2
100004516;SOLUÇAO RELATORIOS TIPO 1
100004515;SOLUÇAO DDI (DNS, DHCP E IPAM) TIPO 2
100004514;SOLUÇAO DDI (DNS, DHCP E IPAM) TIPO 1
100004513;SOLUÇAO DNS EXTERNO
100004511;TECLADO AMPLIADO ESPANDIDO
100004500;UPS 10 KVA
100004499;"RACK 42U 19"""
100004498;SWITCH EXTREME X460-24T
100004497;SWITCH EXTREME X440-24T
100004496;STORAGE P/ VIDEOMONITORAMENTO
100004495;SERVIDOR TIPO 2
100004494;SERVIDOR TIPO 1
100004493;"MONITOR TV 46"" P/ SALA DE CRISE"
100004492;GERENCIADOR GRAFICO
100004491;TELA VIDEO WALL
100004490;ESTAÇAO TRABALHO WINDOWS 8 64-BIT
100004489;PONTO A PONTO (PTP)
100004488;PONTO MULTIPONTO (PMP)
100004471;RACK SYSTEM ENTERPRISE
100004470;TRANSCEPTOR SFP+ 8GBFC LR P/ SWITCH TIPO 1
100004469;TRANSCEPTOR SFP+ SR UNIVERSAL P/ SWITCH TIPO 1
100004465;MINI GBIC MODULO P/ REDE OPTICA
100004403;ADAPTADOR HBA FIBRE CHANNEL P/ SERVIDORES TIPO 1
100004402;"KIT C/ 2 DISCOS 2,5"" SAS 300GB P/ SERVIDORES TIPOS 1"
100004401;APPLIANCE VIRTUAL STORAGE 4TB
100004400;APPLIANCE VIRTUAL STORAGE 10TB
100004399;"KIT C/ 4 DISCOS 2,5"" NL-SAS/SATA 2TB P/ SERVIDORES TIPO 1"
100004398;SERVIDOR TIPO 3 (TORRE/2 PROCESSADORES 700 SPECS/64GB/04XGBE)
100004397;SERVIDOR TIPO 2 (TORRE/1 PROCESSADOR 365 SPECS /32GB/04XGBE)
100004396;"SERVIDOR TIPO 1 (RACK / 2 PROCESSADORES 850 SPEC / 64 GB / 4XGBE
/ 2X10GBE)"
100004395;NOBREAK UNINTERRUPTIBLE POWER SYSTEM (UPS) TIPO TORRE
100004394;NOBREAK UNINTERRUPTIBLE POWER SYSTEM (UPS) TIPO RACK
100004393;"RACK SYSTEM PADRAO EIA-310 19"""
100004392;ROTEADOR ETHERNET 8 PORTAS FIXAS GBE
100004391;TRANSCEPTOR SFP+ GBFC LR P/ SWITCH CONVERGENTE TIPO 3
100004390;TRANSCEPTOR SFP+ SR UNIVERSAL P/ SWITCH CONVERGENTE TIPO 3
100004389;TRANSCEPTOR SFP GBE LH70 P/ SWITCHES TIPO 1
100004388;TRANSCEPTOR SFP GBE LH40 P/ SWITCHES TIPO 1
100004387;TRANSCEPTOR SFP GBE SX P/ SWITCHES TIPO 1
100004386;TRANSCEPTOR SFP+ 10 GBE LR P/ SWITCHES TIPO 1
100004385;TRANSCEPTOR SFP+ 10 GBE SR P/ SWITCHES TIPO 1
100004384;SWITCH ETHERNET TIPO 4 (GERENCIAMENTO) 24 PORTAS FIXAS GBE L2 COM L3 ROUTING
100004383;SWITCH CONVERGENTE TIPO 3 (TOR) - LAN/SAN FULL L2/L3
100004382;SWITCH ETHERNET TIPO 2 (SERVER CORE) 24 SLOTS SFP+ 10GBE FULL L2/L3
100004381;MODULO P/ SWITCH TIPO 1 C/ 24 SLOTS CONVERGENTES 16GB E 02 SLOTS QSFP+ 40GBE
100004380;MODULO P/ SWITCH TIPO 1 C/ 24 SLOTS SFP+ 1/10GBE E 02 SLOTS QSFP+ 40GBE
100004379;SWITCH CONVERGENTE TIPO 1 (CORE) FULL L2/L3 CHASSI 04 SLOTS
100004378;FIREWALL APPLIANCE ANALISADOR
100004377;FIREWALL APPLIANCE GERENCIADOR
100004376;FIREWALL APPLIANCE NGFW 80 GBPS
100004375;"KIT C/ 2 DISCOS TIPO 3 - 3,5"" SATA 4TB P/ SERVIDORES HP DL3XXE GEN8"
100004374;"KIT C/ 2 DISCOS TIPO 1 - 2,5"" SAS 900GB P/ SERVIDORES HP DL3XXE GEN8"
100004373;PROCESSADOR TIPO 2 P/ SERVIDORES HP DL380P/ML350P GEN8
100004372;PROCESSADOR TIPO 1 P/ SERVIDORES HP DL360E GEN8
100004371;ADAPTADOR NIC ETHERNET 10 GBE P/ SERVIDORES HP DL3XX GEN8
100004370;ADAPTADOR HBA FIBRE CHANNEL P/ SERVIDORES HP DL3XX GEN8
100004369;KIT C/ 8 DISCOS TIPO 3 - NL-SAS 4.000GB P/ STORAGE SYSTEM HP 3PAR 7400
100004368;KIT C/ 8 DISCOS TIPO 2- SAS 900GB P/ STORAGE SYSTEM HP 3PAR 7400
100004367;KIT C/ 8 DISCOS TIPO 1-SSD 480 GB P/ STORAGE SYSTEM HP 3PAR 7400
100004366;"GABINETE DISCOS TIPO 2 - 24 SLOTS 2,5"" P/ STORAGE SYSTEM HP 3PAR 7400 (DISK ENCLOSURE)"
100004365;"GABINETE DISCOS TIPO 1 - 24 SLOTS 3,5"" P/ STORAGE SYSTEM HP 3PAR 7400 (DISK ENCLOSURE)"
100004364;KIT C/ 8 DISCOS TIPO 3 - SAS 600 GB P/ STORAGE SYSTEM HP P6350
100004363;KIT C/ 8 DISCOS TIPO 2 NL-SAS 4.000GB P/ STORAGE SYSTEM HP P6350
100004362;KIT C/ 8 DISCOS TIPO 1 SAS 900GB P/ STORAGE SYSTEM HP P6350
100004361;"GABINETE DISCOS TIPO 2 - 2,5"" P/ STORAGE SYSTEM HP P6350 (DISK ENCLOSURE)"
100004360;"GABINETE DISCOS TIPO 1 - 3,5"" P/ STORAGE SYSTEM HP P6350 (DISK ENCLOSURE)"
100004349;ADAPTADOR HBA FIBRE CHANNEL P/ SERVIDORES TIPO 1, 2 E 3
100004347;"KIT C/ 2 DISCOS 2,5"" SAS 300GB P/ SERVIDORES TIPOS 1, 2 E 3"
100004346;"KIT C/ 2 DISCOS 2,5"" SSD 800 GB P/ SERVIDORES TIPOS 1, 2 E 3"
100004344;SERVIDOR TIPO 3 (BLADE / 2 PROCESSADORES 500 SPEC / 32 GB / 2X20GBE) DB E PROP GERAL
100004343;SERVIDOR TIPO 2 (BLADE / 2 PROCESSADORES1250SPEC / 128GB / 2X20GBE) VIRTUALIZ. MASSIVA
100004342;SERVIDOR TIPO 1 (BLADE / 4 PROCESSADORES 2.550 SPEC/512GB/4X20GBE) BI
100004341;TRANSCEPTOR SFP+ 8 GBFC SW P/ MODULO INTERCONEXAO CONVERGENTE
100004340;TRANSCEPTOR SFP GBE SW P/ MODULO INTERCONEXAO CONVERGENTE
100004339;TRANSCEPTOR SFP+ 10 GBE SW P/ MODULO INTERCONEXAO CONVERGENTE
100004338;BLADE ENCLOSURE SYSTEM C/ MODULO INTERCONEXAO CONVERGENTE
100004337;DRIVE LTO6 P/ TAPE LIBRARY
100004336;BIBLIOTECA FITAS TAPE LIBRARY FIBRE CHANNEL 02 LTO6
100004335;BACKUP APPLIANCE FIBRE CHANNEL EXPANSAO 24TB
100004334;BACKUP APPLIANCE FIBRE CHANNEL 24TB
100004333;TRANSCEPTOR SFP+ 16 GBFC LW 25KM
100004332;TRANSCEPTOR SFP+ 16GBFC SHORT WAVE C/ CABO
100004331;SWITCH TIPO FULLFABRIC 24P 16GBFC
100004330;"KIT C/ 12 DISCOS 3,5"" NL-SAS 4.000GB P/ STORAGE SYSTEM"
100004329;"KIT C/ 12 DISCOS 2,5"" NL-SAS 1.000GB P/ STORAGE SYSTEM"
100004328;"KIT C/ 8 DISCOS 2,5"" SAS 1.2 TB P/ STORAGE SYSTEM"
100004327;"KIT C/ 8 DISCOS 2,5"" SAS 900GB P/ STORAGE SYSTEM"
100004326;"KIT C/ 8 DISCOS 2,5"" MLC SSD 480GB P/ STORAGE SYSTEM"
100004325;"GABINETE DISCOS 3,5"" P/ STORAGE SYSTEM (DISK ENCLOSURE)"
100004324;"GABINETE DISCOS 2,5"" P/ STORAGE SYSTEM (DISK ENCLOSURE)"
100004323;DATACENTER STORAGE SYSTEM (64GB CACHE / 48 SAS 1.2TB)
100004321;PAINEL DISTRIBUIÇAO REDE - NAO EMPLAQUETAVEL
100004309;PLACA MAE P/ MICROCOMPUTADOR GRAFICO II
100004307;"TABLET ANDROID 7"""
100004295;FONTE MODULAR 1200W
100004294;"MONITOR LED 28"" WIDESCREEN"
100004293;PROCESSADOR INTEL XEON E5-2660
100004292;UNIDADE ARMAZENAMENTO DISCO RIGIDO 1TB SAS 7,2 KRPM
100004291;MEMORIA KIT MEMORIA 16GB DRR3 PC3-10600
100004290;UNIDADE ARMAZENAMENTO DISCO RIGIDO (HD) SATA
100004289;UNIDADE DISTRIBUIÇAO ENERGIA VERTICAL GERENCIAVEL
100004288;NOBREAK RACK 5000VA/4500W
100004287;"CONSOLE KVM 17"""
100004286;SWITCH KVM IP 16 PORTAS
100004285;COOLER LIQUIDO P/ MICROCOMPUTADOR GRAFICO
100004284;PLACA VIDEO GRAFICO II
100004283;PLACA VIDEO GRAFICO I
100004282;FONTE ALIMENTAÇAO 600W P/ MICROCOMPUTADOR GRAFICO
100004281;MEMORIA RAM 32GB DDR4
100004280;UNIDADE CPU P/ MICROCOMPUTADOR GRAFICO II (IN BOX)
100004279;UNIDADE CPU P/ MICROCOMPUTADOR GRAFICO I (IN BOX)
100004278;PLACA MAE P/ MICROCOMPUTADOR GRAFICO I
100004277;NOBREAK 1400 VA
100004267;GABINETE RECARGA P/ EQUIPAMENTO INFORMATICA
100004243;MICROCOMPUTADOR MESA PC
100004242;ADAPTADOR POWER OVER P/ ETHERNET
100004241;ANTENA WIFI 5.8 GHZ 25 DBI
100004240;PAINEL WIFI 5.8 GHZ 16 DBI
100004239;UNIDADE ARMAZENAMENTO TIPO DISCO RIGIDO EXTERNO USB 2 TB
100004238;ANTENA WIFI 5.8 GHZ 22 DBI
100004207;COMUTAÇAO IP
100004206;SWITCH GERENCIAVEL 24 PORTAS
100004205;SWITCH GERENCIAVEL DE 8 PORTAS + 2 SLOTS P/ MODULOS SFP
100004204;SWITCH GERENCIAVEL DE 4 PORTAS + 4 SLOTS P/ MODULOS SFP
100004203;MODULO MODULO SFP
100004202;ESTAÇAO MONITORAMENTO CFTV
100004201;SERVIDOR CFTV P/ 64 CAMERAS
100004200;SERVIDOR CFTV P/ 32 CAMERAS
100004199;SERVIDOR CFTV P/ 24 CAMERAS
100004198;SERVIDOR CFTV P/ 16 CAMERAS
100004197;SERVIDOR CFTV P/ 08 CAMERAS
100004196;SERVIDOR CFTV P/ 04 CAMERAS
100004191;NOBREAK TIPO 2
100004190;NOBREAK TIPO 1
100004189;CAIXA HERMETICA
100004164;IMPRESSORA LASER COLORIDA PADRAO A3
100004160;IMPRESSORA DESKJET COLORIDA PADRAO A4
100004153;"TABLET IOS 10"""
100004152;"TABLET IOS 8"""
100004151;"TABLET ANDROID 10"""
100004150;ULTRABOOK BASICO
100004143;RACK BASTIDOR
100004142;SOLUÇAO SWITCH ETHERNET
100004141;SOLUÇAO ARMAZENAMENTO DADOS DISCO STORAGE
100004140;SOLUÇAO ARMAZENAMENTO DADOS FITA TAPE LIBRARY
100004139;ANTENA NANOBEAM NBE-M5 NBE-M5-300 5GHZ 22DBI
100004137;MOUSE ESPECIAL P/ PES
100004120;MICROCOMPUTADOR INTERMEDIARIO - USO EXCLUSIVO SPM
100004119;PROJETOR MULTIMIDIA BASICO - USO SPM
100004099;NOBREAK 10 KVA
100004098;NOBREAK 06 KVA
100004071;DISTRIBUIDOR P/ CONEXAO OPTICA
100004070;MULTIROTEADOR P/ REDE
100004069;MULTIPLEXADOR P/ REDE
100004068;MODEM DIGITAL P/ COMUNICAÇAO DADOS
100004067;STORAGE 08 TB - PROJETO SEMGE
100004055;SCANNER PORTATIL
100004030;ACCESS POINT (PONTE ACESSO) WI-FI
100004021;EQUIPAMENTO P/ LABORATORIO MOVEL ROTEADORES INDOOR
100004020;EQUIPAMENTO P/ LABORATORIO MOVEL RECARREGADOR E
100004019;EQUIPAMENTO P/ LABORATORIO MOVEL SERVIDOR
100004018;EQUIPAMENTO P/ LABORATORIO MOVEL NOTEBOOK
100004017;"EQUIPAMENTO P/ LABORATORIO MOVEL TABLET 10"""
100003983;"RACK RACK FECHADO 44 U'S PADRAO 19"" 800 MM"
100003982;"RACK RACK ABERTO 44 U'S PADRAO 19"""
100003981;"RACK FECHADO 44 U'S PADRAO 19"" 570 MM"
100003980;"RACK FECHADO 24 U'S PADRAO 19"" 570 MM"
100003979;"RACK FECHADO 8 U'S PADRAO 19"" 570 MM"
100003977;MODULO MINI-GBIC SFP GIGABIT ETHERNET BASE-SX
100003976;PONTO ACESSO A/B/G/N, GERENCIADO
100003975;CONTROLADOR WIRELESS
100003974;PONTO ACESSO A/B/G/N INDEPENDENTE
100003972;RACK P/ SERVIDOR
100003971;SWITCH DE REDE
100003970;UNIDADE SERVIDOR COMPACTA
100003969;UNIDADE CONTROLADORA P/ HD
100003945;"VENTILADOR P/ RACK 19"" PISO 32U AÇO SAE 1010 1,2MM"
100003944;RACK 19 POLEGADAS, 32U 600 X 600 MM PARA PISO PRETO
100003941;NETTOP NETTOP
100003940;MICROCOMPUTADOR ALL-IN-ONE BASICO S/ TOUCHSCREEN
100003939;MICROCOMPUTADOR ALL-IN-ONE BASICO C/ TOUCHSCREEN
100003938;UNIDADE BACKUP EXTERNA FITA LTO-5
100003936;UNIDADE ARMAZENAMENTO HD ULTRA SCSI U320
100003935;SWITCH BORDA 48 BASE T
100003934;SWITCH BORDA 48 BASE T EMPILHAVEL
100003933;SWITCH BORDA 48 BASE T COM POE
100003926;SWITCH SWITCH DE BORDA 24 BASE T
100003925;SWITCH BORDA 24 BASE T EMPILHAVEL
100003923;SWITCH BORDA 24 BASE T POE
100003922;MODULO MODULO SFP GIGABIT ETHERNET BASE-SX
100003920;MODULO MINI-GBIC SFP GIGABIT ETHERNET BASE-LX
100003917;SCANNER SETORIAL DUPLEX PADRAO A4 - BASICO
100003914;COLETOR DIGITAL SENSOR OPTICO RESOLUÇAO MINIMA 500 DPI.
100003913;COLETOR ASSINATURA RESOLUÇAO MINIMA 400 PONTOS POR POLEGADA
100003902;IMPRESSORA MULTIFUNCIONAL JATO TINTA PADRAO A4 - USO SPM
100003901;NOTEBOOK BASICO - USO SPM
100003900;IMPRESSORA LASER PADRAO A4 PEQUENO PORTE - USO SPM
100003899;MICROCOMPUTADOR BASICO - USO EXCLUSIVO SPM
100003897;MONITOR LED 21,5 WIDESCREEN
100003896;"MONITOR LED 18,5"" WIDESCREEN"
100003879;UNIDADE BACKUP EXTERNA
100003878;UNIDADE BACKUP EXTERNA 6 TB
100003876;MODULO ISOLADOR 500 VA
100003875;SERVIDOR APLICAÇAO TORRE
100003874;SERVIDOR ARQUIVO - TORRE
100003873;ULTRABOOK AVANÇADO
100003872;MICROCOMPUTADOR INTERMEDIARIO
100003871;IMPRESSORA LASER COLORIDA
100003850;MICROCOMPUTADOR BASICO
100003663;MESA DIGITALIZADORA
100003646;TABLET PORTATIL
100003643;IMPRESSORA LASER PEQUENO PORTE PADRAO A4 GARANTIA 36 MESES
100003642;NOTEBOOK BASICO
100003641;MICROCOMPUTADOR BASICO GARANTIA 12 MESES
100003626;SERVIDOR APLICAÇAO VOIP - RACK
100003623;"RACK 19"" 42U P/ SERVIDOR"
100003622;SERVIDOR P/ RACK TIPO 2
100003621;UNIDADE ARMAZENAMENTO SAN STORAGE
100003620;UNIDADE BACKUP LTO-5
100003619;SWITCH ETHERNET 48 PORTAS
100003618;ESTABILIZADOR 0,6 KVA
100003602;SCANNER DEPARTAMENTAL DUPLEX COLORIDO AUTOMATICO
100003601;MODEM P/ ACESSO INTERNET
100003599;"TABLET ANDROID 8"""
100003596;MICROCOMPUTADOR ESPECIAL I
100003593;NOBREAK 1.2 KVA
100003588;STORAGE P/ ARMAZENAMENTO DADOS
100003587;SERVIDOR APLICAÇAO
100003579;UNIDADE ARMAZENAMENTO TIPO DISCO RIGIDO EXTERNO (HD)
100003547;BIBLIOTECA FITAS TAPE LIBRARY 02LTO4
100003546;SERVIDOR GERENCIA
100003545;SWITCH FABRIC SAN
100003544;DISK LIBRARY TAPE
100003525;SERVIDOR BLADE TIPO B
100003524;SERVIDOR BLADE TIPO A
100003523;CHASSI P/ SERVIDOR BLADE
100003522;RACK P/ STORAGE
100003521;RACK P/ CHASSI BLADE
100003512;PLACA CAPTURA VIDEO ESPECIAL
100003511;UNIDADE ARMAZENAMENTO TIPO DISCO RIGIDO EXTERNO USB 1 TB
100003506;MONITOR VIDEO P/ MICROCOMPUTADOR C/ CPU CONJUGADA
100003471;SWITCH BORDA FASTETHERNET 08 PORTAS C/ POE
100003470;SERVIDOR P/ SOLUÇAO VOIP
100003469;NOBREAK 1,2 KVA P/ SOLUÇAO VOIP
100003412;MICROCOMPUTADOR BASICO I
100003411;SERVIDOR APLICAÇAO CPD
100003392;SISTEMA PREVENÇAO INTRUSAO IPS
100003391;APPLIANCE SEGURANÇA P/ REDE WAN
100003390;MINI GBIC SFP GIGABIT ETHERNET BASE-SX
100003389;MINI GBIC SFP GIGABIT ETHERNET BASE-LH/ZX
100003388;MINI GBIC SFP GIGABIT ETHERNET BASE-LX
100003387;MINI GBIC XFP 10 GIGABIT ETHERNET BASE-CX4
100003386;MINI GBIC XFP 10 GIGABIT ETHERNET BASE-LR
100003385;MINI GBIC XFP 10 GIGABIT ETHERNET BASE-SR
100003384;MINI GBIC XFP 10 GIGABIT ETHERNET BASE-ER
100003383;ROTEADOR C/ SUPORTE TELEFONIA
100003382;ROTEADOR WIRELESS C/ SUPORTE TELEFONIA
100003381;CONTROLADOR WIRELESS TIPO 1
100003380;PONTO ACESSO A/B/G/N GERENCIAVEL DUAL-RADIO
100003379;MODULO 48 PORTAS GIGABIT 1000BASE-X
100003378;MODULO 48 PORTAS GIGABIT ETHERNET 10/100/1000BASE-T
100003377;MODULO 8 PORTAS 10 GIGABIT ETHERNET
100003376;MODULO 4 PORTAS 10 GIGABIT ETHERNET
100003375;SWITCH CONCENTRADOR MODULAR
100003374;SWITCH METROETHERNET 24 PORTAS C/ POE
100003373;SWITCH METROETHERNET 24 PORTAS - SFP
100003372;SWITCH BORDA FASTETHERNET 52 PORTAS
100003371;SWITCH BORDA FASTETHERNET 16 PORTAS
100003369;SWITCH BORDA FASTETHERNET 24 PORTAS C/ POE
100003368;SWITCH BORDA FASTETHERNET 24 PORTAS
100003367;SWITCH BORDA GIGABIT 24 PORTAS GERENCIAVEL C/ POE
100003366;SWITCH BORDA GIGABIT 24 PORTAS GERENCIAVEL
100003362;SWITCH BASICO 24 PORTAS 10 / 100 / 1000 MBPS
100003329;UNIDADE CPU P/ MICROCOMPUTADOR SERVIDOR
100003328;SCANNER P/ MICROCOMPUTADOR
100003327;NOTEBOOK PORTATIL
100003326;NOBREAK P/ MICROCOMPUTADOR
100003325;NETBOOK PORTATIL
100003324;MONITOR VIDEO P/ MICROCOMPUTADOR
100003323;HUB P/ REDES
100003322;GRAVADOR TELEFONICO C/ RAMAIS
100003321;GAVETAS P/ HD EXTERNO
100003320;GABINETE P/ RACK EQUIPAMENTO INFORMATICA
100003319;FIREWALL P/ REDE
100003318;COLETOR DADOS PORTATIL
100003317;CHASSI BLADE P/ SERVIDOR
100003316;IMPRESSORA P/ MICROCOMPUTADOR
100003315;SERVIDOR P/ BANCO DADOS
100003221;SWITCH METROETHERNET 24 PORTAS
100003220;TRANSCEPTOR MINI GBIC XFP 10 GIGABIT ETHERNET BASE-LR
100003211;PONTO ACESSO S/ FIO
100003150;GABINETE P/ RACK ABERTO 44US
100003149;GABINETE P/ RACK FECHADO 44US
100003124;GRAVADOR TELEFONICO 4 RAMAIS
100003123;GRAVADOR TELEFONICO 2 RAMAIS
100003001;APARELHO TERMINAL ATENDIMENTO ELETRONICO
100002999;NETBOOK BASICO
100002962;MICROCOMPUTADOR GRAFICO
100002956;IMPRESSORA PLOTTER PADRAO AO
100002954;CHASSI BLADE E CONSOLE KVM IP
100002949;MODULO SLMO
100002853;"GAVETAS USB P/ HD'S 3,5"" EXTERNA"
100002810;RACK P/ EQUIPAMENTOS INFORMATICA
100002707;TERMINAL THIN CLIENT P/ REDE COMPUTADORES
100002698;ESTABILIZADOR ELETRONICO
100002690;IMPRESSORA LASER MEDIO PORTE PADRAO A4
100002665;"RACK FECHADO 12 U'S PADRAO 19"" 570 MM"
100002635;UNIDADE CPU P/ MICROCOMPUTADOR
100002489;"MONITOR VIDEO LCD 17"""
100002461;PONTO ACESSO S/ FIO (WIRELESS)
100002373;FONTE ALIMENTAÇAO P/ EQUIPAMENTOS ELETRONICOS
100002369;MODULO ISOLADOR
100002268;ROTEADOR WIRELESS
100002258;MULTI-TESTE MULTI-TESTE DIGITAL POLIPROPILENO
100002228;SERVIDOR BASICO C/ FITA DAT
100002225;GABINETE P/ RACK 12 US
100002198;NOTEBOOK BASICO 4 GB RAM HD 500GB
100002176;UNIDADE ARMAZENAMENTO TIPO DISCO RIGIDO EXTERNO USB 320GB
100002163;UNIDADE ARMAZENAMENTO TIPO ZIP DRIVE
100002155;MODULO P/ EMPILHAMENTO SWITCH
100002141;NOBREAK 2.2 KVA
100002137;"RACK 12U C/ 19"" COMPLETO"
100001865;SWITCH BASICO NAO GERENCIAVEL 08 PORTAS
100001772;PAINEL DISTRIBUIÇAO REDE
100001736;SWITCH GERENCIAVEL 48 PORTAS
100001735;SWITCH BASICO 16 PORTAS NAO GERENCIAVEL
100001734;SWITCH GERENCIAVEL 24 PORTAS 10 / 100 / 1000 MBPS
100001719;SERVIDOR REDE
100001718;SERVIDOR APLICAÇAO CPD RACK
100001717;SERVIDOR BASICO P/ BANCO DADOS
100001716;SERVIDOR BASICO P/ APLICAÇAO
100001715;SERVER SWITCH (CONSOLE) 8 PORTAS BANCADA.
100001711;SCANNER SETORIAL DUPLEX PADRAO A4 - AVANÇADO
100001710;SCANNER PORTATIL
100001709;SCANNER MESA A4
100001707;SCANNER MESA MANUAL PADRAO A4
100001692;"RACK 24U X 19"""
100001654;NOTEBOOK 4GB HD 500GB - USO SEMUR
100001651;NOBREAK 5.0 KVA
100001647;NOBREAK BASICO 2,0 KVA
100001637;"MONITOR VIDEO CRT 17"""
100001635;MODULO FIBRA OPTICA
100001630;MICROCOMPUTADOR BASICO II
100001544;IMPRESSORA PORTATIL
100001543;IMPRESSORA MATRICIAL 80 COLUNAS
100001541;IMPRESSORA LASER PEQUENO PORTE PADRAO A4
100001540;IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA
100001539;IMPRESSORA LASER GRANDE PORTE PADRAO A4
100001537;IMPRESSORA MULTIFUNCIONAL LASER COLORIDA
100001536;IMPRESSORA JATO TINTA MULTIFUNCIONAL COLORIDA PADRAO A4
100001534;IMPRESSORA JATO TINTA COLORIDA PADRAO A4
100001533;IMPRESSORA JATO TINTA COLORIDA PADRAO A3
100001163;SWITCH GIGA 24 PORTAS L2 GERENCIAVEL
100000758;ESTABILIZADOR 2 KVA
100000756;ESTABILIZADOR 1.0 KVA
100000340;MULTI-TESTE DIGITAL
100000329;UNIDADE CHAVEADORA
100000328;PLACA REDE
100000327;RACK 42U P/ SERVIDOR
100000292;UNIDADE CPU P/ MICROCOMPUTADOR ESPECIAL
100000266;"MONITOR LED 23"" WIDESCREEN"
100000264;IMPRESSORA MATRICIAL
100000251;SERVIDOR ESPECIAL
100000121;SERVIDOR BASICO
100000081;NOTEBOOK ESPECIAL
100000080;NOTEBOOK INTERMEDIARIO
100000079;NOBREAK ESPECIAL
100000078;NOBREAK BASICO 1.0 KVA
100000064;IMPRESSORA MULTIFUNCIONAL LASER PADRAO A4
100000063;IMPRESSORA LASER
100000062;IMPRESSORA JATO
100000043;ESTABILIZADOR 0,3KVA
100006556;CAMERA VIDEO CONFERENCIA PTZ USB/HDMI/RJ45
